69, 72, 73, 75, 76, 78, 77, 76, 77, 79, 78, 81, 80, 82, 82,2
 67, 70, 70, 72, 76, 75, 76, 77, 75, 77, 76, 77, 81, 81, 82, 83,2
 67, 69, 69, 73, 76, 77, 77, 79, 74, 77, 78, 81, 80, 81, 80, 85,2
 65, 67, 67, 69, 73, 75, 75, 78, 74, 77, 76, 78, 78, 81, 84, 82,2
 70, 72, 72, 73, 76, 78, 78, 79, 77, 80, 78, 81, 81, 83, 82, 85,2
 65, 67, 67, 71, 73, 75, 75, 77, 74, 75, 76, 76, 83, 80, 80, 82,2
 87, 88, 86, 86, 89, 89, 89, 90, 87, 86, 86, 84, 91, 90, 89, 88,2
 66, 66, 62, 68, 72, 74, 75, 75, 73, 74, 75, 76, 78, 80, 81, 82,2
 61, 62, 64, 65, 70, 71, 73, 74, 72, 73, 73, 75, 77, 79, 79, 80,2
 79, 77, 75, 79, 82, 83, 83, 87, 81, 80, 84, 83, 84, 84, 85, 85,2
 71, 75, 73, 74, 77, 77, 79, 79, 76, 79, 77, 78, 82, 83, 84, 83,2
 79, 77, 79, 79, 82, 82, 84, 83, 82, 82, 82, 83, 87, 86, 86, 86,2
 161, 157, 151, 150, 145, 140, 136, 136, 127, 125, 122, 120, 120, 119, 115, 114,2
 51, 53, 58, 60, 63, 66, 68, 70, 69, 68, 71, 72, 73, 76, 77, 78,2
 71, 74, 74, 75, 79, 80, 79, 81, 78, 79, 80, 81, 84, 83, 85, 83,2
 63, 65, 67, 70, 74, 74, 74, 75, 74, 75, 76, 76, 79, 80, 80, 81,2
 67, 69, 70, 70, 75, 78, 78, 77, 75, 77, 76, 78, 80, 83, 81, 75,2
 67, 67, 70, 71, 74, 75, 76, 77, 76, 75, 76, 78, 83, 83, 82, 83,2
 68, 70, 72, 71, 75, 75, 78, 78, 74, 77, 78, 77, 81, 82, 82, 83,2
 66, 67, 68, 70, 73, 75, 77, 77, 73, 75, 78, 78, 83, 80, 80, 80,2
 68, 70, 70, 71, 76, 76, 76, 77, 77, 77, 78, 79, 81, 80, 82, 81,2
 68, 67, 70, 71, 75, 76, 79, 77, 70, 76, 79, 78, 83, 82, 83, 82,2
 72, 73, 73, 74, 78, 78, 81, 79, 77, 79, 79, 79, 83, 85, 83, 82,2
 70, 73, 71, 76, 77, 79, 78, 82, 77, 79, 80, 80, 82, 83, 82, 83,2
 한 데이터 세트 끝
71, 69, 71, 73, 78, 78, 78, 79, 76, 76, 77, 79, 82, 82, 83, 82,2
 70, 72, 73, 74, 78, 78, 79, 79, 78, 77, 80, 79, 82, 82, 82, 82,2
 71, 73, 74, 74, 79, 79, 78, 80, 76, 81, 78, 80, 84, 84, 82, 84,2
 67, 73, 74, 77, 79, 79, 78, 79, 77, 79, 79, 81, 82, 83, 83, 83,2
 73, 72, 75, 75, 76, 78, 80, 80, 77, 78, 80, 80, 81, 82, 83, 84,2
 73, 73, 74, 75, 77, 78, 81, 79, 78, 78, 78, 79, 79, 84, 81, 81,2
 70, 72, 74, 75, 77, 78, 79, 79, 79, 79, 78, 79, 84, 81, 83, 83,2
 71, 74, 74, 76, 77, 80, 79, 80, 77, 78, 79, 79, 82, 82, 83, 83,2
 66, 67, 71, 71, 74, 75, 78, 78, 76, 75, 75, 77, 78, 80, 80, 82,2
 58, 62, 61, 65, 68, 71, 70, 73, 70, 70, 76, 74, 78, 78, 80, 79,2
 65, 64, 66, 68, 71, 73, 73, 75, 73, 75, 75, 75, 77, 78, 79, 81,2
 61, 64, 66, 67, 71, 71, 72, 73, 71, 72, 75, 76, 78, 79, 79, 80,2
 61, 64, 66, 67, 70, 73, 74, 73, 73, 73, 75, 75, 79, 79, 80, 80,2
 62, 65, 70, 68, 73, 74, 74, 74, 72, 73, 73, 78, 78, 81, 79, 80,2
 63, 63, 66, 67, 73, 74, 73, 76, 73, 75, 75, 76, 77, 79, 79, 82,2
 64, 67, 66, 69, 71, 73, 75, 76, 72, 73, 76, 77, 79, 83, 80, 84,2
 63, 64, 65, 68, 72, 75, 74, 77, 71, 74, 74, 77, 79, 74, 80, 81,2
 65, 69, 69, 71, 74, 79, 79, 76, 79, 76, 76, 77, 81, 80, 77, 81,2
 63, 65, 70, 67, 73, 74, 73, 76, 73, 77, 75, 76, 80, 80, 80, 80,2
 61, 62, 67, 68, 71, 72, 73, 76, 73, 76, 75, 71, 78, 80, 81, 84,2
 63, 65, 65, 67, 71, 73, 74, 74, 73, 73, 75, 77, 79, 79, 83, 80,2
 62, 64, 65, 68, 71, 73, 73, 74, 73, 76, 74, 72, 78, 80, 79, 80,2
 61, 63, 66, 67, 71, 72, 73, 75, 72, 74, 75, 77, 79, 78, 79, 81,2
 62, 63, 66, 68, 72, 71, 73, 75, 73, 75, 75, 77, 78, 80, 78, 79,2
 61, 62, 67, 67, 71, 71, 68, 74, 74, 74, 76, 74, 78, 79, 79, 81,2
 62, 63, 68, 68, 67, 72, 72, 73, 72, 73, 75, 78, 79, 80, 80, 81,2
 60, 63, 66, 66, 70, 71, 74, 74, 71, 73, 75, 75, 79, 79, 78, 82,2
 61, 62, 63, 64, 69, 71, 72, 73, 71, 73, 74, 75, 78, 78, 80, 80,2
 60, 64, 64, 67, 69, 71, 73, 73, 72, 74, 73, 75, 78, 79, 80, 84,2
 62, 63, 63, 66, 71, 71, 72, 74, 73, 73, 74, 76, 77, 79, 79, 80,2
 한 데이터 세트 끝
61, 63, 64, 68, 71, 75, 71, 73, 70, 72, 74, 76, 78, 79, 80, 81,2
 60, 60, 65, 66, 72, 72, 72, 73, 71, 73, 77, 75, 78, 79, 79, 80,2
