"96, 94, 92, 92, 93, 93, 95, 92, 90, 89, 89, 88, 89, 92, 91, 90,jojin"
"€92, 92, 92, 91, 93, 94, 91, 95, 87, 88, 86, 86, 88, 90, 87, 88,jojin"
"€112, 110, 107, 106, 107, 104, 102, 102, 99, 96, 96, 95, 88, 94, 97, 93,jojin"
"€93, 91, 90, 91, 93, 92, 91, 91, 87, 87, 88, 89, 87, 87, 87, 88,jojin"
"€93, 93, 90, 91, 92, 93, 93, 91, 87, 87, 87, 87, 90, 88, 89, 88,jojin"
"€92, 93, 92, 90, 94, 92, 91, 92, 87, 88, 84, 86, 87, 87, 85, 88,jojin"
"€91, 91, 88, 91, 89, 92, 89, 89, 85, 86, 85, 87, 87, 86, 85, 86,jojin"
"€89, 89, 89, 88, 90, 91, 88, 87, 86, 85, 84, 83, 86, 87, 87, 85,jojin"
"€89, 87, 86, 86, 87, 90, 87, 89, 82, 86, 83, 84, 84, 79, 84, 85,jojin"
"€91, 90, 90, 90, 94, 90, 88, 89, 87, 85, 85, 86, 86, 87, 85, 89,jojin"
"€95, 94, 92, 92, 94, 92, 91, 92, 88, 87, 87, 86, 89, 87, 85, 87,jojin"
"€69, 69, 73, 73, 75, 76, 76, 76, 73, 74, 74, 76, 78, 79, 79, 81,jojin"
"€92, 91, 91, 90, 91, 90, 88, 89, 83, 85, 85, 85, 84, 85, 85, 84,jojin"
"€77, 77, 77, 80, 78, 79, 79, 81, 77, 78, 77, 79, 79, 80, 79, 81,jojin"
"€74, 74, 76, 75, 77, 76, 78, 77, 79, 76, 76, 81, 79, 74, 79, 80,jojin"
"€74, 74, 75, 79, 76, 81, 78, 80, 76, 75, 79, 75, 82, 79, 74, 79,jojin"
"€73, 70, 76, 73, 77, 77, 72, 77, 74, 74, 73, 74, 79, 78, 78, 79,jojin"
"€63, 64, 66, 68, 70, 73, 72, 78, 71, 73, 72, 72, 79, 78, 78, 79,jojin"
"€65, 67, 67, 68, 71, 72, 75, 75, 72, 74, 74, 75, 78, 80, 79, 79,jojin"
"65, 68, 66, 68, 71, 74, 74, 76, 72, 74, 74, 75, 76, 77, 80, 80,jojin"
"€54, 57, 60, 61, 65, 67, 67, 68, 70, 68, 72, 71, 74, 76, 80, 76,jojin"
"€57, 60, 60, 62, 67, 69, 69, 69, 68, 69, 69, 71, 75, 75, 76, 74,jojin"
"€56, 57, 60, 63, 66, 67, 68, 70, 67, 69, 72, 71, 73, 73, 76, 76,jojin"
"€56, 59, 60, 60, 66, 67, 68, 71, 67, 68, 71, 71, 74, 75, 76, 77,jojin"
"€56, 59, 58, 62, 66, 67, 70, 72, 67, 70, 74, 71, 77, 76, 77, 77,jojin"
"€56, 58, 59, 63, 63, 66, 67, 72, 65, 69, 69, 64, 75, 77, 74, 75,jojin"
"€51, 54, 55, 58, 62, 66, 65, 67, 64, 66, 68, 69, 72, 74, 74, 75,jojin"
"€54, 55, 52, 60, 64, 64, 65, 66, 66, 67, 69, 69, 72, 74, 75, 75,jojin"
"€47, 50, 53, 55, 59, 62, 64, 67, 63, 66, 66, 68, 69, 71, 74, 73,jojin"
"€46, 52, 53, 57, 60, 63, 64, 66, 64, 69, 67, 70, 72, 74, 75, 78,jojin"
"€48, 51, 54, 57, 61, 62, 63, 66, 65, 67, 67, 70, 72, 74, 78, 76,jojin"
"€46, 50, 53, 56, 59, 61, 63, 67, 65, 69, 65, 69, 72, 75, 73, 70,jojin"
"€47, 51, 54, 56, 61, 62, 65, 64, 68, 66, 68, 68, 75, 73, 72, 77,jojin"
"€48, 52, 55, 57, 61, 63, 64, 67, 65, 68, 70, 71, 73, 78, 75, 77,jojin"
"€44, 48, 51, 55, 59, 60, 64, 65, 64, 69, 68, 74, 72, 78, 75, 78,jojin"
"€45, 52, 53, 57, 59, 62, 64, 65, 64, 66, 67, 68, 74, 76, 76, 77,jojin"
"€47, 51, 53, 56, 59, 62, 64, 65, 64, 67, 69, 71, 73, 78, 76, 79,jojin"
"€47, 50, 53, 57, 59, 62, 65, 67, 68, 67, 70, 71, 76, 74, 70, 78,jojin"
"€49, 51, 56, 59, 62, 64, 65, 68, 67, 69, 70, 71, 75, 76, 77, 82,jojin"
"€45, 47, 49, 54, 60, 63, 64, 66, 64, 65, 69, 69, 74, 75, 76, 77,jojin"
"€45, 49, 54, 55, 61, 62, 63, 66, 66, 66, 68, 69, 72, 75, 77, 78,jojin"
"€33, 39, 47, 47, 53, 58, 58, 62, 60, 62, 64, 66, 70, 72, 74, 74,jojin"
"€36, 41, 43, 48, 54, 55, 58, 60, 60, 63, 65, 69, 70, 73, 73, 76,jojin"
