"67, 70, 72, 72, 76, 78, 77, 78, 75, 76, 81, 78, 80, 81, 83, 82,mei"
"69, 70, 72, 73, 75, 78, 77, 78, 75, 77, 77, 78, 80, 79, 82, 84,mei"
"67, 69, 70, 73, 75, 78, 78, 79, 76, 77, 77, 78, 81, 81, 81, 83,mei"
"72, 70, 74, 75, 79, 79, 79, 79, 77, 76, 78, 79, 81, 81, 82, 83,mei"
"66, 64, 70, 72, 74, 75, 76, 76, 75, 78, 78, 79, 81, 81, 82, 82,mei"
"68, 69, 74, 73, 77, 75, 78, 78, 80, 76, 78, 80, 81, 81, 82, 83,mei"
"66, 68, 68, 68, 74, 75, 76, 79, 73, 78, 75, 79, 79, 77, 80, 85,mei"
"65, 68, 70, 71, 74, 75, 76, 76, 76, 76, 76, 76, 79, 79, 81, 82,mei"
"67, 70, 69, 69, 74, 79, 77, 78, 75, 77, 77, 78, 80, 81, 81, 81,mei"
"67, 68, 69, 70, 76, 76, 78, 76, 78, 77, 70, 77, 83, 79, 81, 81,mei"
"66, 70, 69, 71, 73, 78, 76, 72, 74, 75, 77, 78, 79, 79, 81, 80,mei"
"59, 63, 64, 66, 69, 70, 72, 73, 72, 73, 79, 76, 81, 78, 78, 81,mei"
"69, 71, 67, 73, 76, 78, 77, 79, 76, 78, 77, 77, 80, 80, 82, 82,mei"
"70, 72, 72, 73, 78, 79, 79, 83, 76, 79, 78, 80, 81, 85, 82, 83,mei"
"70, 71, 72, 72, 76, 75, 78, 77, 76, 78, 78, 79, 81, 82, 85, 83,mei"
"69, 70, 71, 71, 74, 76, 76, 78, 76, 78, 77, 77, 80, 82, 80, 83,mei"
"69, 68, 69, 70, 74, 75, 77, 78, 75, 76, 76, 77, 79, 81, 82, 81,mei"
"67, 70, 72, 72, 75, 75, 75, 76, 75, 77, 77, 79, 80, 84, 82, 84,mei"
"67, 70, 70, 70, 75, 76, 76, 79, 74, 77, 77, 78, 80, 82, 82, 82,mei"
