 58, 59, 60, 63, 66, 69, 70, 70, 70, 70, 71, 72, 76, 76, 77, 78,물방울컴퍼니 대상타자
 55, 59, 64, 64, 66, 69, 70, 71, 68, 71, 70, 73, 75, 75, 78, 76,물방울컴퍼니 대상타자
 55, 58, 59, 63, 67, 68, 70, 71, 68, 70, 71, 72, 76, 77, 77, 77,물방울컴퍼니 대상타자
 56, 58, 61, 63, 62, 67, 71, 71, 69, 71, 71, 73, 75, 76, 75, 78,물방울컴퍼니 대상타자
 58, 59, 62, 68, 67, 70, 69, 74, 69, 71, 73, 73, 77, 78, 77, 78,물방울컴퍼니 대상타자
 50, 52, 55, 58, 60, 63, 65, 67, 67, 66, 68, 69, 73, 73, 75, 76,물방울컴퍼니 대상타자
 29, 34, 37, 41, 46, 51, 52, 55, 54, 56, 59, 61, 65, 66, 68, 70,물방울컴퍼니 대상타자
 35, 39, 44, 46, 52, 54, 58, 60, 58, 60, 62, 64, 68, 70, 71, 72,물방울컴퍼니 대상타자
 58, 61, 63, 66, 67, 69, 71, 72, 68, 72, 73, 72, 77, 77, 77, 82,물방울컴퍼니 대상타자
 60, 62, 64, 66, 69, 71, 73, 73, 74, 71, 72, 75, 77, 78, 78, 80,물방울컴퍼니 대상타자
 55, 59, 59, 63, 64, 67, 67, 70, 69, 74, 71, 73, 76, 79, 78, 78,물방울컴퍼니 대상타자
 27, 32, 40, 41, 48, 49, 53, 53, 55, 57, 58, 61, 64, 67, 68, 70,물방울컴퍼니 대상타자
 0, 0, 6, 12, 21, 25, 30, 34, 35, 41, 42, 49, 52, 49, 56, 58,물방울컴퍼니 대상타자
 21, 26, 34, 35, 40, 44, 50, 48, 52, 55, 59, 58, 62, 64, 66, 68,물방울컴퍼니 대상타자
 103, 103, 103, 102, 103, 103, 99, 102, 96, 95, 93, 95, 96, 95, 94, 95,물방울컴퍼니 대상타자
 80, 80, 80, 82, 84, 83, 84, 85, 81, 81, 81, 82, 87, 85, 84, 85,물방울컴퍼니 대상타자
 76, 78, 78, 80, 80, 85, 83, 83, 80, 82, 81, 84, 84, 88, 85, 86,물방울컴퍼니 대상타자
 66, 66, 68, 69, 74, 74, 75, 76, 75, 76, 77, 78, 82, 81, 83, 82,물방울컴퍼니 대상타자
 65, 66, 68, 70, 73, 76, 73, 77, 73, 78, 76, 79, 80, 83, 81, 82,물방울컴퍼니 대상타자
 51, 55, 58, 60, 66, 67, 67, 69, 68, 70, 74, 73, 78, 76, 78, 80,물방울컴퍼니 대상타자
 67, 71, 69, 73, 76, 77, 78, 79, 76, 78, 79, 80, 81, 83, 82, 87,물방울컴퍼니 대상타자
 43, 48, 50, 53, 55, 59, 63, 65, 67, 66, 72, 69, 74, 74, 71, 76,물방울컴퍼니 대상타자
 13, 22, 28, 34, 36, 43, 49, 52, 52, 53, 58, 61, 67, 72, 72, 77,물방울컴퍼니 대상타자
 60, 62, 61, 65, 70, 71, 72, 73, 74, 72, 71, 75, 79, 81, 82, 82,물방울컴퍼니 대상타자
 56, 59, 61, 62, 68, 70, 72, 76, 71, 72, 72, 74, 78, 79, 79, 81,물방울컴퍼니 대상타자
 60, 63, 66, 68, 70, 71, 76, 75, 73, 74, 70, 78, 83, 82, 83, 82,물방울컴퍼니 대상타자
